rawContent,caseFolding,cleaning,tokenizing,stopword,normalized,stemmed
"Saya sudah bayar langganan perbulan, tapi untuk melihat tag nomor hp orang lain, harus berbayar lagi, apalagi harus pakai CC. Sulit sekali bosss","saya sudah bayar langganan perbulan, tapi untuk melihat tag nomor hp orang lain, harus berbayar lagi, apalagi harus pakai cc. sulit sekali bosss",saya sudah bayar langganan perbulan tapi untuk melihat tag nomor hp orang lain harus berbayar lagi apalagi harus pakai cc sulit sekali bosss,"['saya', 'sudah', 'bayar', 'langganan', 'perbulan', 'tapi', 'untuk', 'melihat', 'tag', 'nomor', 'hp', 'orang', 'lain', 'harus', 'berbayar', 'lagi', 'apalagi', 'harus', 'pakai', 'cc', 'sulit', 'sekali', 'bosss']","['bayar', 'langganan', 'perbulan', 'tag', 'nomor', 'hp', 'orang', 'berbayar', 'pakai', 'cc', 'sulit', 'bosss']","['bayar', 'langganan', 'perbulan', 'tag', 'nomor', 'hp', 'orang', 'berbayar', 'pakai', 'cc', 'sulit', 'bosss']","['bayar', 'langgan', 'bulan', 'tag', 'nomor', 'hp', 'orang', 'bayar', 'pakai', 'cc', 'sulit', 'bosss']"
Sangat membantu cek no yang belom d save,sangat membantu cek no yang belom d save,sangat membantu cek no yang belom d save,"['sangat', 'membantu', 'cek', 'no', 'yang', 'belom', 'd', 'save']","['membantu', 'cek', 'no', 'belom', 'save']","['membantu', 'cek', 'no', 'belom', 'save']","['bantu', 'cek', 'no', 'bom', 'save']"
aplikasi ini sangat membantu sekali,aplikasi ini sangat membantu sekali,aplikasi ini sangat membantu sekali,"['aplikasi', 'ini', 'sangat', 'membantu', 'sekali']","['aplikasi', 'membantu']","['aplikasi', 'membantu']","['aplikasi', 'bantu']"
"Gabisa verifikasi, apaan ini !!!","gabisa verifikasi, apaan ini !!!",gabisa verifikasi apaan ini,"['gabisa', 'verifikasi', 'apaan', 'ini']","['gabisa', 'verifikasi']","['gabisa', 'verifikasi']","['gabisa', 'verifikasi']"
Enak layanan nya,enak layanan nya,enak layanan nya,"['enak', 'layanan', 'nya']","['enak', 'layanan']","['enak', 'layanan']","['enak', 'layan']"
Ini gk bisa sih ngecek ny gak jelas,ini gk bisa sih ngecek ny gak jelas,ini gk bisa sih ngecek ny gak jelas,"['ini', 'gk', 'bisa', 'sih', 'ngecek', 'ny', 'gak', 'jelas']","['gk', 'ngecek']","['gk', 'ngecek']","['gk', 'ngecek']"
Aplikasi mengecewakan masa skrang malah bayar udah itu saldo dana gue di ambil lagi 30 rbu. Tanpa sepengetahuan jelek aplikasi ga guna,aplikasi mengecewakan masa skrang malah bayar udah itu saldo dana gue di ambil lagi 30 rbu. tanpa sepengetahuan jelek aplikasi ga guna,aplikasi mengecewakan masa skrang malah bayar udah itu saldo dana gue di ambil lagi rbu tanpa sepengetahuan jelek aplikasi ga guna,"['aplikasi', 'mengecewakan', 'masa', 'skrang', 'malah', 'bayar', 'udah', 'itu', 'saldo', 'dana', 'gue', 'di', 'ambil', 'lagi', 'rbu', 'tanpa', 'sepengetahuan', 'jelek', 'aplikasi', 'ga', 'guna']","['aplikasi', 'mengecewakan', 'skrang', 'bayar', 'udah', 'saldo', 'dana', 'gue', 'ambil', 'rbu', 'sepengetahuan', 'jelek', 'aplikasi']","['aplikasi', 'mengecewakan', 'skrang', 'bayar', 'udah', 'saldo', 'dana', 'gue', 'ambil', 'rbu', 'sepengetahuan', 'jelek', 'aplikasi']","['aplikasi', 'kecewa', 'skrang', 'bayar', 'udah', 'saldo', 'dana', 'gue', 'ambil', 'rbu', 'tahu', 'jelek', 'aplikasi']"
"Apk gak guna, kirain bisa liat nama save di konta org trus tau siapa yg ngesave,kecewa sih,udah gitu pake bayar juga sama aja,gak guna si apknya","apk gak guna, kirain bisa liat nama save di konta org trus tau siapa yg ngesave,kecewa sih,udah gitu pake bayar juga sama aja,gak guna si apknya",apk gak guna kirain bisa liat nama save di konta org trus tau siapa yg ngesavekecewa sihudah gitu pake bayar juga sama ajagak guna si apknya,"['apk', 'gak', 'guna', 'kirain', 'bisa', 'liat', 'nama', 'save', 'di', 'konta', 'org', 'trus', 'tau', 'siapa', 'yg', 'ngesavekecewa', 'sihudah', 'gitu', 'pake', 'bayar', 'juga', 'sama', 'ajagak', 'guna', 'si', 'apknya']","['apk', 'kirain', 'liat', 'nama', 'save', 'konta', 'org', 'trus', 'ngesavekecewa', 'sihudah', 'gitu', 'pake', 'bayar', 'ajagak', 'apknya']","['apk', 'kirain', 'liat', 'nama', 'save', 'konta', 'org', 'trus', 'ngesavekecewa', 'sihudah', 'gitu', 'pake', 'bayar', 'ajagak', 'apknya']","['apk', 'kirain', 'liat', 'nama', 'save', 'konta', 'org', 'trus', 'ngesavekecewa', 'sihudah', 'gitu', 'pake', 'bayar', 'ajagak', 'apknya']"
"Orang yang membuat get contact ini punya hati atau gak sih? Orang lain bisa komen kekita tapi kita tidak bisa menghapus atau gak kita bisa melihat no yang komen, bodoh orang yang buat get contact ini","orang yang membuat get contact ini punya hati atau gak sih? orang lain bisa komen kekita tapi kita tidak bisa menghapus atau gak kita bisa melihat no yang komen, bodoh orang yang buat get contact ini",orang yang membuat get contact ini punya hati atau gak sih orang lain bisa komen kekita tapi kita tidak bisa menghapus atau gak kita bisa melihat no yang komen bodoh orang yang buat get contact ini,"['orang', 'yang', 'membuat', 'get', 'contact', 'ini', 'punya', 'hati', 'atau', 'gak', 'sih', 'orang', 'lain', 'bisa', 'komen', 'kekita', 'tapi', 'kita', 'tidak', 'bisa', 'menghapus', 'atau', 'gak', 'kita', 'bisa', 'melihat', 'no', 'yang', 'komen', 'bodoh', 'orang', 'yang', 'buat', 'get', 'contact', 'ini']","['orang', 'get', 'contact', 'hati', 'orang', 'komen', 'kekita', 'menghapus', 'no', 'komen', 'bodoh', 'orang', 'get', 'contact']","['orang', 'get', 'contact', 'hati', 'orang', 'komen', 'kekita', 'menghapus', 'no', 'komen', 'bodoh', 'orang', 'get', 'contact']","['orang', 'get', 'contact', 'hati', 'orang', 'komen', 'kita', 'hapus', 'no', 'komen', 'bodoh', 'orang', 'get', 'contact']"
Yg buat aplikasi nya gblok gk punya otak apa gk sekolah kah,yg buat aplikasi nya gblok gk punya otak apa gk sekolah kah,yg buat aplikasi nya gblok gk punya otak apa gk sekolah kah,"['yg', 'buat', 'aplikasi', 'nya', 'gblok', 'gk', 'punya', 'otak', 'apa', 'gk', 'sekolah', 'kah']","['aplikasi', 'gblok', 'gk', 'otak', 'gk', 'sekolah', 'kah']","['aplikasi', 'gblok', 'gk', 'otak', 'gk', 'sekolah', 'kah']","['aplikasi', 'gblok', 'gk', 'otak', 'gk', 'sekolah', 'kah']"
"Dari apk ini gw bisa liat orang2 yang mau nipu2 lewat no telepon hahaha, thx Getcontact","dari apk ini gw bisa liat orang2 yang mau nipu2 lewat no telepon hahaha, thx getcontact",dari apk ini gw bisa liat orang yang mau nipu lewat no telepon hahaha thx getcontact,"['dari', 'apk', 'ini', 'gw', 'bisa', 'liat', 'orang', 'yang', 'mau', 'nipu', 'lewat', 'no', 'telepon', 'hahaha', 'thx', 'getcontact']","['apk', 'gw', 'liat', 'orang', 'nipu', 'no', 'telepon', 'hahaha', 'thx', 'getcontact']","['apk', 'gw', 'liat', 'orang', 'nipu', 'no', 'telepon', 'hahaha', 'thx', 'getcontact']","['apk', 'gw', 'liat', 'orang', 'nipu', 'no', 'telepon', 'hahaha', 'thx', 'getcontact']"
Kok malah tambah lemot abis di upgrate,kok malah tambah lemot abis di upgrate,kok malah tambah lemot abis di upgrate,"['kok', 'malah', 'tambah', 'lemot', 'abis', 'di', 'upgrate']","['lemot', 'abis', 'upgrate']","['lemot', 'abis', 'upgrate']","['lot', 'abis', 'upgrate']"
Tidak bisa login,tidak bisa login,tidak bisa login,"['tidak', 'bisa', 'login']",['login'],['login'],['login']
"maaf saya kasi bintang dua karna ini bikin sya darh tinggi dipakai log in gabisa terus rasanya sya ingin ledakin bumi,, tlong di perbaiki lagi ya..🙏","maaf saya kasi bintang dua karna ini bikin sya darh tinggi dipakai log in gabisa terus rasanya sya ingin ledakin bumi,, tlong di perbaiki lagi ya..🙏",maaf saya kasi bintang dua karna ini bikin sya darh tinggi dipakai log in gabisa terus rasanya sya ingin ledakin bumi tlong di perbaiki lagi ya,"['maaf', 'saya', 'kasi', 'bintang', 'dua', 'karna', 'ini', 'bikin', 'sya', 'darh', 'tinggi', 'dipakai', 'log', 'in', 'gabisa', 'terus', 'rasanya', 'sya', 'ingin', 'ledakin', 'bumi', 'tlong', 'di', 'perbaiki', 'lagi', 'ya']","['maaf', 'kasi', 'bintang', 'karna', 'sya', 'darh', 'dipakai', 'log', 'gabisa', 'sya', 'ledakin', 'bumi', 'tlong', 'perbaiki']","['maaf', 'kasi', 'bintang', 'karna', 'sya', 'darh', 'dipakai', 'log', 'gabisa', 'sya', 'ledakin', 'bumi', 'tlong', 'perbaiki']","['maaf', 'kasi', 'bintang', 'karna', 'sya', 'darh', 'pakai', 'log', 'gabisa', 'sya', 'ledakin', 'bumi', 'tlong', 'baik']"
Sangat membantu sekali buat mengetahui yg telfon spam,sangat membantu sekali buat mengetahui yg telfon spam,sangat membantu sekali buat mengetahui yg telfon spam,"['sangat', 'membantu', 'sekali', 'buat', 'mengetahui', 'yg', 'telfon', 'spam']","['membantu', 'telfon', 'spam']","['membantu', 'telfon', 'spam']","['bantu', 'telfon', 'spam']"
Aplikasi yang sangat mantap,aplikasi yang sangat mantap,aplikasi yang sangat mantap,"['aplikasi', 'yang', 'sangat', 'mantap']","['aplikasi', 'mantap']","['aplikasi', 'mantap']","['aplikasi', 'mantap']"
Bagus aplikasi nya... membantu banget,bagus aplikasi nya... membantu banget,bagus aplikasi nya membantu banget,"['bagus', 'aplikasi', 'nya', 'membantu', 'banget']","['bagus', 'aplikasi', 'membantu', 'banget']","['bagus', 'aplikasi', 'membantu', 'banget']","['bagus', 'aplikasi', 'bantu', 'banget']"
sebenarnya banyak yang nge save no sya tpi di getcontact dibuat hanya 3 tolong diperbaiki lagi ya sya hapus dan download lagi juga tetap saja hanya 3,sebenarnya banyak yang nge save no sya tpi di getcontact dibuat hanya 3 tolong diperbaiki lagi ya sya hapus dan download lagi juga tetap saja hanya 3,sebenarnya banyak yang nge save no sya tpi di getcontact dibuat hanya tolong diperbaiki lagi ya sya hapus dan download lagi juga tetap saja hanya,"['sebenarnya', 'banyak', 'yang', 'nge', 'save', 'no', 'sya', 'tpi', 'di', 'getcontact', 'dibuat', 'hanya', 'tolong', 'diperbaiki', 'lagi', 'ya', 'sya', 'hapus', 'dan', 'download', 'lagi', 'juga', 'tetap', 'saja', 'hanya']","['nge', 'save', 'no', 'sya', 'tpi', 'getcontact', 'tolong', 'diperbaiki', 'sya', 'hapus', 'download']","['nge', 'save', 'no', 'sya', 'tpi', 'getcontact', 'tolong', 'diperbaiki', 'sya', 'hapus', 'download']","['nge', 'save', 'no', 'sya', 'tpi', 'getcontact', 'tolong', 'baik', 'sya', 'hapus', 'download']"
Pembayaran susah harus diperbaiki!!!,pembayaran susah harus diperbaiki!!!,pembayaran susah harus diperbaiki,"['pembayaran', 'susah', 'harus', 'diperbaiki']","['pembayaran', 'susah', 'diperbaiki']","['pembayaran', 'susah', 'diperbaiki']","['bayar', 'susah', 'baik']"
Sangat cocok bagi Anda yang ingin dicapai oleh semua orang yang halus dan lembut aku mau tanya tentang besok kalian semua baik atau tidak bisa ikut kak aku sedang tidak bisa kak aku mau sholat ashar di masjid di toko kami di toko kami di YouTube mix by di toko emas ini untuk kls7 di YouTube mix free dan share on Twitter kemarin aku sedang tidak ada skin re yit e ini hadir bagi Anda para jiwa saya sudah tidak boleh ngomong sama keluarga yang ikut saya masukan kak eh besok pagi lagi sama keluarga,sangat cocok bagi anda yang ingin dicapai oleh semua orang yang halus dan lembut aku mau tanya tentang besok kalian semua baik atau tidak bisa ikut kak aku sedang tidak bisa kak aku mau sholat ashar di masjid di toko kami di toko kami di youtube mix by di toko emas ini untuk kls7 di youtube mix free dan share on twitter kemarin aku sedang tidak ada skin re yit e ini hadir bagi anda para jiwa saya sudah tidak boleh ngomong sama keluarga yang ikut saya masukan kak eh besok pagi lagi sama keluarga,sangat cocok bagi anda yang ingin dicapai oleh semua orang yang halus dan lembut aku mau tanya tentang besok kalian semua baik atau tidak bisa ikut kak aku sedang tidak bisa kak aku mau sholat ashar di masjid di toko kami di toko kami di youtube mix by di toko emas ini untuk kls di youtube mix free dan share on twitter kemarin aku sedang tidak ada skin re yit e ini hadir bagi anda para jiwa saya sudah tidak boleh ngomong sama keluarga yang ikut saya masukan kak eh besok pagi lagi sama keluarga,"['sangat', 'cocok', 'bagi', 'anda', 'yang', 'ingin', 'dicapai', 'oleh', 'semua', 'orang', 'yang', 'halus', 'dan', 'lembut', 'aku', 'mau', 'tanya', 'tentang', 'besok', 'kalian', 'semua', 'baik', 'atau', 'tidak', 'bisa', 'ikut', 'kak', 'aku', 'sedang', 'tidak', 'bisa', 'kak', 'aku', 'mau', 'sholat', 'ashar', 'di', 'masjid', 'di', 'toko', 'kami', 'di', 'toko', 'kami', 'di', 'youtube', 'mix', 'by', 'di', 'toko', 'emas', 'ini', 'untuk', 'kls', 'di', 'youtube', 'mix', 'free', 'dan', 'share', 'on', 'twitter', 'kemarin', 'aku', 'sedang', 'tidak', 'ada', 'skin', 're', 'yit', 'e', 'ini', 'hadir', 'bagi', 'anda', 'para', 'jiwa', 'saya', 'sudah', 'tidak', 'boleh', 'ngomong', 'sama', 'keluarga', 'yang', 'ikut', 'saya', 'masukan', 'kak', 'eh', 'besok', 'pagi', 'lagi', 'sama', 'keluarga']","['cocok', 'dicapai', 'orang', 'halus', 'lembut', 'besok', 'kak', 'kak', 'sholat', 'ashar', 'masjid', 'toko', 'toko', 'youtube', 'mix', 'by', 'toko', 'emas', 'kls', 'youtube', 'mix', 'free', 'share', 'on', 'twitter', 'kemarin', 'skin', 're', 'yit', 'e', 'hadir', 'jiwa', 'ngomong', 'keluarga', 'masukan', 'kak', 'besok', 'pagi', 'keluarga']","['cocok', 'dicapai', 'orang', 'halus', 'lembut', 'besok', 'kak', 'kak', 'sholat', 'ashar', 'masjid', 'toko', 'toko', 'youtube', 'mix', 'by', 'toko', 'emas', 'kls', 'youtube', 'mix', 'free', 'share', 'on', 'twitter', 'kemarin', 'skin', 're', 'yit', 'e', 'hadir', 'jiwa', 'ngomong', 'keluarga', 'masukan', 'kak', 'besok', 'pagi', 'keluarga']","['cocok', 'capai', 'orang', 'halus', 'lembut', 'besok', 'kak', 'kak', 'sholat', 'ashar', 'masjid', 'toko', 'toko', 'youtube', 'mix', 'by', 'toko', 'emas', 'kls', 'youtube', 'mix', 'free', 'share', 'on', 'twitter', 'kemarin', 'skin', 're', 'yit', 'e', 'hadir', 'jiwa', 'ngomong', 'keluarga', 'masuk', 'kak', 'besok', 'pagi', 'keluarga']"
"No telepon spam penipu tidak terdeteksi di tampilan awal sehingga saya angkat. Saat curiga panggilan ditutup, dan ketika buka aplikasinya baru terlihat bahwa no telp berupa spam penipu. Maaf, performanya aplikasi tolong diperbaiki lagi.","no telepon spam penipu tidak terdeteksi di tampilan awal sehingga saya angkat. saat curiga panggilan ditutup, dan ketika buka aplikasinya baru terlihat bahwa no telp berupa spam penipu. maaf, performanya aplikasi tolong diperbaiki lagi.",no telepon spam penipu tidak terdeteksi di tampilan awal sehingga saya angkat saat curiga panggilan ditutup dan ketika buka aplikasinya baru terlihat bahwa no telp berupa spam penipu maaf performanya aplikasi tolong diperbaiki lagi,"['no', 'telepon', 'spam', 'penipu', 'tidak', 'terdeteksi', 'di', 'tampilan', 'awal', 'sehingga', 'saya', 'angkat', 'saat', 'curiga', 'panggilan', 'ditutup', 'dan', 'ketika', 'buka', 'aplikasinya', 'baru', 'terlihat', 'bahwa', 'no', 'telp', 'berupa', 'spam', 'penipu', 'maaf', 'performanya', 'aplikasi', 'tolong', 'diperbaiki', 'lagi']","['no', 'telepon', 'spam', 'penipu', 'terdeteksi', 'tampilan', 'angkat', 'curiga', 'panggilan', 'ditutup', 'buka', 'aplikasinya', 'no', 'telp', 'spam', 'penipu', 'maaf', 'performanya', 'aplikasi', 'tolong', 'diperbaiki']","['no', 'telepon', 'spam', 'penipu', 'terdeteksi', 'tampilan', 'angkat', 'curiga', 'panggilan', 'ditutup', 'buka', 'aplikasinya', 'no', 'telp', 'spam', 'penipu', 'maaf', 'performanya', 'aplikasi', 'tolong', 'diperbaiki']","['no', 'telepon', 'spam', 'tipu', 'deteksi', 'tampil', 'angkat', 'curiga', 'panggil', 'tutup', 'buka', 'aplikasi', 'no', 'telp', 'spam', 'tipu', 'maaf', 'performa', 'aplikasi', 'tolong', 'baik']"
Bagus cuma yg muncul nama nya sedikir,bagus cuma yg muncul nama nya sedikir,bagus cuma yg muncul nama nya sedikir,"['bagus', 'cuma', 'yg', 'muncul', 'nama', 'nya', 'sedikir']","['bagus', 'muncul', 'nama', 'sedikir']","['bagus', 'muncul', 'nama', 'sedikir']","['bagus', 'muncul', 'nama', 'kir']"
Sangat membantu untuk tahu no wa penipu,sangat membantu untuk tahu no wa penipu,sangat membantu untuk tahu no wa penipu,"['sangat', 'membantu', 'untuk', 'tahu', 'no', 'wa', 'penipu']","['membantu', 'no', 'wa', 'penipu']","['membantu', 'no', 'wa', 'penipu']","['bantu', 'no', 'wa', 'tipu']"
"Jangan download aplikasi ini, aplikasi ini hanya trial dan berbayar jika ingin download aplikasi ini hendaknya berpikir lebih dahulu...","jangan download aplikasi ini, aplikasi ini hanya trial dan berbayar jika ingin download aplikasi ini hendaknya berpikir lebih dahulu...",jangan download aplikasi ini aplikasi ini hanya trial dan berbayar jika ingin download aplikasi ini hendaknya berpikir lebih dahulu,"['jangan', 'download', 'aplikasi', 'ini', 'aplikasi', 'ini', 'hanya', 'trial', 'dan', 'berbayar', 'jika', 'ingin', 'download', 'aplikasi', 'ini', 'hendaknya', 'berpikir', 'lebih', 'dahulu']","['download', 'aplikasi', 'aplikasi', 'trial', 'berbayar', 'download', 'aplikasi', 'berpikir']","['download', 'aplikasi', 'aplikasi', 'trial', 'berbayar', 'download', 'aplikasi', 'berpikir']","['download', 'aplikasi', 'aplikasi', 'trial', 'bayar', 'download', 'aplikasi', 'pikir']"
Saya gak bisa berhenti berlangganan aplikasi ini,saya gak bisa berhenti berlangganan aplikasi ini,saya gak bisa berhenti berlangganan aplikasi ini,"['saya', 'gak', 'bisa', 'berhenti', 'berlangganan', 'aplikasi', 'ini']","['berhenti', 'berlangganan', 'aplikasi']","['berhenti', 'berlangganan', 'aplikasi']","['henti', 'langgan', 'aplikasi']"
Untuk saat free ini bagus dech👍👍👍,untuk saat free ini bagus dech👍👍👍,untuk saat free ini bagus dech,"['untuk', 'saat', 'free', 'ini', 'bagus', 'dech']","['free', 'bagus', 'dech']","['free', 'bagus', 'dech']","['free', 'bagus', 'dech']"
Kontak di hp ku tdk terbaca semua saat pengecekan nama kontak Mengecewakan karena harus berlangganan,kontak di hp ku tdk terbaca semua saat pengecekan nama kontak mengecewakan karena harus berlangganan,kontak di hp ku tdk terbaca semua saat pengecekan nama kontak mengecewakan karena harus berlangganan,"['kontak', 'di', 'hp', 'ku', 'tdk', 'terbaca', 'semua', 'saat', 'pengecekan', 'nama', 'kontak', 'mengecewakan', 'karena', 'harus', 'berlangganan']","['kontak', 'hp', 'ku', 'terbaca', 'pengecekan', 'nama', 'kontak', 'mengecewakan', 'berlangganan']","['kontak', 'hp', 'ku', 'terbaca', 'pengecekan', 'nama', 'kontak', 'mengecewakan', 'berlangganan']","['kontak', 'hp', 'ku', 'baca', 'kece', 'nama', 'kontak', 'kecewa', 'langgan']"
Terimakasih sangat membantu,terimakasih sangat membantu,terimakasih sangat membantu,"['terimakasih', 'sangat', 'membantu']","['terimakasih', 'membantu']","['terimakasih', 'membantu']","['terimakasih', 'bantu']"
sangat membantu untuk tau ada telf dari penipu,sangat membantu untuk tau ada telf dari penipu,sangat membantu untuk tau ada telf dari penipu,"['sangat', 'membantu', 'untuk', 'tau', 'ada', 'telf', 'dari', 'penipu']","['membantu', 'telf', 'penipu']","['membantu', 'telf', 'penipu']","['bantu', 'telf', 'tipu']"
Aplikasi lumayan baguss,aplikasi lumayan baguss,aplikasi lumayan baguss,"['aplikasi', 'lumayan', 'baguss']","['aplikasi', 'lumayan', 'baguss']","['aplikasi', 'lumayan', 'baguss']","['aplikasi', 'lumayan', 'baguss']"
Bagus. Sangat membantu,bagus. sangat membantu,bagus sangat membantu,"['bagus', 'sangat', 'membantu']","['bagus', 'membantu']","['bagus', 'membantu']","['bagus', 'bantu']"
Saya suka dan terbantu dgn Getcontact.,saya suka dan terbantu dgn getcontact.,saya suka dan terbantu dgn getcontact,"['saya', 'suka', 'dan', 'terbantu', 'dgn', 'getcontact']","['suka', 'terbantu', 'getcontact']","['suka', 'terbantu', 'getcontact']","['suka', 'bantu', 'getcontact']"
Aplikasi ini bagus ...untuk mendeteksi kebohongan,aplikasi ini bagus ...untuk mendeteksi kebohongan,aplikasi ini bagus untuk mendeteksi kebohongan,"['aplikasi', 'ini', 'bagus', 'untuk', 'mendeteksi', 'kebohongan']","['aplikasi', 'bagus', 'mendeteksi', 'kebohongan']","['aplikasi', 'bagus', 'mendeteksi', 'kebohongan']","['aplikasi', 'bagus', 'deteksi', 'bohong']"
Percuma berlangganan kita jg gak bisa tau nama kontak yg cari tau nomer kita. 👎,percuma berlangganan kita jg gak bisa tau nama kontak yg cari tau nomer kita. 👎,percuma berlangganan kita jg gak bisa tau nama kontak yg cari tau nomer kita,"['percuma', 'berlangganan', 'kita', 'jg', 'gak', 'bisa', 'tau', 'nama', 'kontak', 'yg', 'cari', 'tau', 'nomer', 'kita']","['berlangganan', 'jg', 'nama', 'kontak', 'cari', 'nomer']","['berlangganan', 'jg', 'nama', 'kontak', 'cari', 'nomer']","['langgan', 'jg', 'nama', 'kontak', 'cari', 'nomer']"
Memuaskan...semakin di update terus,memuaskan...semakin di update terus,memuaskansemakin di update terus,"['memuaskansemakin', 'di', 'update', 'terus']","['memuaskansemakin', 'update']","['memuaskansemakin', 'update']","['memuaskansemakin', 'update']"
Jelek kali apliynya ga bisa masuk,jelek kali apliynya ga bisa masuk,jelek kali apliynya ga bisa masuk,"['jelek', 'kali', 'apliynya', 'ga', 'bisa', 'masuk']","['jelek', 'kali', 'apliynya', 'masuk']","['jelek', 'kali', 'apliynya', 'masuk']","['jelek', 'kali', 'apliynya', 'masuk']"
Aplikasinya si bagus tapi sayang gk bisa lihat kontak orangnya yang namain kontak kita,aplikasinya si bagus tapi sayang gk bisa lihat kontak orangnya yang namain kontak kita,aplikasinya si bagus tapi sayang gk bisa lihat kontak orangnya yang namain kontak kita,"['aplikasinya', 'si', 'bagus', 'tapi', 'sayang', 'gk', 'bisa', 'lihat', 'kontak', 'orangnya', 'yang', 'namain', 'kontak', 'kita']","['aplikasinya', 'bagus', 'sayang', 'gk', 'lihat', 'kontak', 'orangnya', 'namain', 'kontak']","['aplikasinya', 'bagus', 'sayang', 'gk', 'lihat', 'kontak', 'orangnya', 'namain', 'kontak']","['aplikasi', 'bagus', 'sayang', 'gk', 'lihat', 'kontak', 'orang', 'namain', 'kontak']"
